feature,coef,abs_coef
num__boost_budget_missing,-0.12082249692452836,0.12082249692452836
num__boosted_with_budget,0.12082249692452836,0.12082249692452836
num__is_boosted,0.12082249692452836,0.12082249692452836
cat__platform_post_type_YouTube|EducationalContent,-0.11897788620713734,0.11897788620713734
cat__platform_WhatsApp,0.11313797298963439,0.11313797298963439
cat__platform_post_type_LinkedIn|ThankYou,0.11150091852582307,0.11150091852582307
cat__platform_post_type_Facebook|ImpactStory,0.10337123353167485,0.10337123353167485
cat__day_of_week_Tuesday,0.10319401431562941,0.10319401431562941
cat__platform_post_type_TikTok|Campaign,0.10016322106070591,0.10016322106070591
cat__platform_LinkedIn,-0.09462110711735529,0.09462110711735529
cat__platform_post_type_Twitter|EventPromotion,-0.09099038489956927,0.09099038489956927
num__mentions_count,0.07765523004902729,0.07765523004902729
cat__day_of_week_Saturday,0.07458018871723412,0.07458018871723412
cat__content_topic_Gratitude,0.07096173782910138,0.07096173782910138
cat__day_of_week_Sunday,-0.06911219499098294,0.06911219499098294
cat__caption_length_bucket_short,-0.06714517418947535,0.06714517418947535
cat__day_of_week_Thursday,0.06270533259889986,0.06270533259889986
cat__call_to_action_type_LearnMore,-0.05609785417842503,0.05609785417842503
cat__sentiment_tone_Grateful,0.05410644240265537,0.05410644240265537
num__num_hashtags,-0.0520165444843508,0.0520165444843508
cat__content_topic_AwarenessRaising,-0.0427879353664264,0.0427879353664264
num__caption_length,0.038339764706623876,0.038339764706623876
num__is_weekend,0.03760737773642164,0.03760737773642164
cat__call_to_action_type_SignUp,0.020145219302602782,0.020145219302602782
cat__call_to_action_type_DonateNow,0.011859541496491573,0.011859541496491573
num__month,0.00859208563907065,0.00859208563907065
cat__content_topic_EventRecap,-0.007764019613950101,0.007764019613950101
cat__time_of_day_bucket_evening,-0.00573150708970052,0.00573150708970052
