feature,coef,abs_coef
cat__platform_post_type_Facebook|FundraisingAppeal,0.20711699380516332,0.20711699380516332
cat__platform_post_type_TikTok|ImpactStory,0.2026754619161167,0.2026754619161167
cat__caption_length_bucket_long,0.20011823421090125,0.20011823421090125
cat__platform_post_type_TikTok|Campaign,0.19156162677858324,0.19156162677858324
cat__call_to_action_type_DonateNow,-0.18516309967721145,0.18516309967721145
cat__day_of_week_Thursday,0.18338728547296118,0.18338728547296118
cat__platform_post_type_Twitter|EventPromotion,-0.17951573749500127,0.17951573749500127
cat__content_topic_SafehouseLife,-0.16360193166409828,0.16360193166409828
cat__call_to_action_type_SignUp,0.16191493139042318,0.16191493139042318
cat__call_to_action_type_ShareStory,0.15751827937171672,0.15751827937171672
cat__call_to_action_type___none__,-0.15442844893039404,0.15442844893039404
num__boosted_with_budget,0.15056314621459524,0.15056314621459524
num__is_boosted,0.15056314621459524,0.15056314621459524
num__boost_budget_missing,-0.15056314621459524,0.15056314621459524
cat__caption_length_bucket_medium,-0.14911255366863158,0.14911255366863158
cat__platform_post_type_Twitter|ImpactStory,-0.148599938675302,0.148599938675302
cat__time_of_day_bucket_afternoon,0.12118252697952393,0.12118252697952393
cat__platform_post_type_YouTube|ImpactStory,0.11811649996759564,0.11811649996759564
cat__platform_post_type_infrequent_sklearn,-0.11143713578417322,0.11143713578417322
cat__platform_Facebook,-0.09726763604928867,0.09726763604928867
cat__content_topic_Reintegration,0.0900628152851304,0.0900628152851304
num__num_hashtags,0.08742637444339915,0.08742637444339915
cat__content_topic_DonorImpact,0.07300818409265307,0.07300818409265307
cat__platform_post_type_WhatsApp|ThankYou,-0.07103888487180177,0.07103888487180177
cat__content_topic_Education,-0.06932647928575915,0.06932647928575915
cat__platform_post_type_TikTok|FundraisingAppeal,0.06665780267780382,0.06665780267780382
cat__sentiment_tone_Hopeful,-0.06601979413487749,0.06601979413487749
cat__caption_length_bucket_short,-0.05100568054226943,0.05100568054226943
cat__platform_TikTok,-0.050901225192506186,0.050901225192506186
num__caption_length,-0.041329725707518805,0.041329725707518805
cat__media_type_Carousel,0.03964765665439937,0.03964765665439937
num__log_follower_count,-0.03196400001735221,0.03196400001735221
num__month,-0.02788231618242298,0.02788231618242298
num__hashtag_density,-0.027196993700871645,0.027196993700871645
cat__day_of_week_Sunday,-0.025937509472562407,0.025937509472562407
cat__day_of_week_Saturday,0.024564491651367985,0.024564491651367985
cat__call_to_action_type_LearnMore,0.020158337845460037,0.020158337845460037
num__mentions_count,-0.018649544173796568,0.018649544173796568
cat__platform_post_type_Facebook|EducationalContent,-0.010080931988508495,0.010080931988508495
cat__content_topic_Gratitude,-0.0046562902104711895,0.0046562902104711895
num__is_weekend,-0.003098209164004631,0.003098209164004631
