feature,coef,abs_coef
cat__content_topic_Gratitude,-0.003144362345897341,0.003144362345897341
cat__platform_post_type_TikTok|ImpactStory,-0.0030829899655623882,0.0030829899655623882
cat__platform_post_type_YouTube|ImpactStory,-0.003001242287263062,0.003001242287263062
cat__post_type_EducationalContent,-0.0029589115758368797,0.0029589115758368797
cat__platform_post_type_Twitter|ThankYou,-0.0029514330358010573,0.0029514330358010573
num__boost_budget_php,0.0027041029436520973,0.0027041029436520973
cat__content_topic_CampaignLaunch,0.002580897231221265,0.002580897231221265
cat__content_topic_AwarenessRaising,0.00245595668744049,0.00245595668744049
cat__platform_post_type_Facebook|EventPromotion,-0.002370297176261268,0.002370297176261268
cat__sentiment_tone_Hopeful,-0.002349729424742857,0.002349729424742857
num__features_resident_story,-0.002302395366319967,0.002302395366319967
cat__call_to_action_type_DonateNow,-0.002238544264490593,0.002238544264490593
num__log_follower_count,-0.0022163730780870405,0.0022163730780870405
cat__platform_post_type_LinkedIn|EventPromotion,-0.002193085193648704,0.002193085193648704
cat__platform_post_type_WhatsApp|Campaign,-0.002157609439735246,0.002157609439735246
cat__platform_post_type_LinkedIn|Campaign,0.002051539999315988,0.002051539999315988
cat__time_of_day_bucket_afternoon,-0.001908753497411743,0.001908753497411743
cat__media_type_Carousel,-0.0018787702296511933,0.0018787702296511933
cat__post_type_ThankYou,-0.0018577157941142377,0.0018577157941142377
cat__platform_post_type_Instagram|ImpactStory,-0.0017877309931113381,0.0017877309931113381
cat__platform_post_type_Instagram|EducationalContent,0.0017346980433762872,0.0017346980433762872
cat__platform_post_type_Instagram|FundraisingAppeal,0.0016942335850921402,0.0016942335850921402
cat__call_to_action_type_LearnMore,-0.0015940267168746236,0.0015940267168746236
num__hashtag_density,-0.0015802450375359677,0.0015802450375359677
cat__content_topic_SafehouseLife,-0.0015667431932891403,0.0015667431932891403
cat__platform_TikTok,-0.0014949684191130754,0.0014949684191130754
cat__content_topic_Health,0.001477580636314654,0.001477580636314654
cat__call_to_action_type_SignUp,0.0014380649930468598,0.0014380649930468598
cat__platform_post_type_YouTube|EducationalContent,0.0014331673420023483,0.0014331673420023483
num__boosted_with_budget,-0.0013894076970221193,0.0013894076970221193
num__is_boosted,-0.0013894076970221193,0.0013894076970221193
num__boost_budget_missing,0.0013894076970221193,0.0013894076970221193
cat__media_type_Photo,0.0013735474367903401,0.0013735474367903401
cat__post_type_ImpactStory,0.0012172066103617004,0.0012172066103617004
cat__platform_YouTube,0.0011818477975061618,0.0011818477975061618
cat__platform_post_type_Twitter|ImpactStory,0.0011595602138017146,0.0011595602138017146
cat__platform_post_type_TikTok|ThankYou,-0.0011097571220132683,0.0011097571220132683
cat__content_topic_Reintegration,0.0010497048940953837,0.0010497048940953837
cat__platform_post_type_Twitter|Campaign,-0.0008909863369867413,0.0008909863369867413
cat__platform_post_type_infrequent_sklearn,0.000882604979345682,0.000882604979345682
cat__media_type_Video,0.000835113290592443,0.000835113290592443
cat__platform_post_type_YouTube|EventPromotion,-0.000802660057078241,0.000802660057078241
cat__caption_length_bucket_short,-0.000722748669932165,0.000722748669932165
num__mentions_count,0.0007086287568145652,0.0007086287568145652
cat__caption_length_bucket_long,0.0006965121531189277,0.0006965121531189277
cat__content_topic_EventRecap,0.0006170072185731322,0.0006170072185731322
cat__day_of_week_Monday,-0.0005515847825559575,0.0005515847825559575
cat__platform_Twitter,0.0005356578691613679,0.0005356578691613679
cat__media_type_Reel,-0.00053067098187864,0.00053067098187864
num__is_weekend,0.0005057415173376385,0.0005057415173376385
cat__content_topic_DonorImpact,0.0005037919526851614,0.0005037919526851614
cat__day_of_week_Saturday,0.0005007431467443681,0.0005007431467443681
cat__platform_post_type_Facebook|EducationalContent,0.0004913492090133464,0.0004913492090133464
cat__platform_post_type_Facebook|ThankYou,-0.000475662706286613,0.000475662706286613
cat__post_type_EventPromotion,0.00043851738004162217,0.00043851738004162217
cat__platform_post_type_WhatsApp|ThankYou,0.00043435869009091766,0.00043435869009091766
cat__day_of_week_Wednesday,0.0003905252753322258,0.0003905252753322258
num__caption_length,-0.0003583202007729013,0.0003583202007729013
cat__day_of_week_Thursday,-0.00031587170453849613,0.00031587170453849613
cat__platform_LinkedIn,0.0003142477279069935,0.0003142477279069935
cat__platform_post_type_Instagram|Campaign,-0.00030939586008456565,0.00030939586008456565
cat__platform_post_type_Instagram|ThankYou,0.00028950762927412466,0.00028950762927412466
cat__day_of_week_Sunday,-0.0002766162142284393,0.0002766162142284393
num__campaign_present,-0.00021999744599658335,0.00021999744599658335
cat__media_type_Text,0.00020078048414704286,0.00020078048414704286
cat__platform_post_type_TikTok|Campaign,-0.00019063928806814403,0.00019063928806814403
cat__platform_post_type_LinkedIn|ImpactStory,0.0001781594454286932,0.0001781594454286932
cat__post_type_Campaign,-0.00014761623918307582,0.00014761623918307582
cat__platform_post_type_Twitter|EventPromotion,-7.89416241905479e-05,7.89416241905479e-05
cat__platform_post_type_Facebook|Campaign,-4.924470325398251e-05,4.924470325398251e-05
num__num_hashtags,2.8560424428625333e-05,2.8560424428625333e-05
cat__caption_length_bucket_medium,2.6236516813232642e-05,2.6236516813232642e-05
cat__platform_post_type_Twitter|EducationalContent,1.7889703823213467e-05,1.7889703823213467e-05
